episode;reward0;avg_reward0;t_global;cr
462;172.0;196.1;48017.0;48016.0
463;196.0;196.1;48213.0;48212.0
464;155.0;195.6;48368.0;48367.0
465;200.0;195.6;48568.0;48567.0
466;200.0;195.6;48768.0;48767.0
467;175.0;195.4;48943.0;48942.0
468;200.0;195.4;49143.0;49142.0
469;172.0;195.1;49315.0;49314.0
470;200.0;195.1;49515.0;49514.0
471;200.0;195.1;49715.0;49714.0
472;200.0;195.1;49915.0;49914.0
473;182.0;194.9;50097.0;50096.0
474;180.0;194.8;50277.0;50276.0
475;200.0;194.8;50477.0;50476.0
476;183.0;194.7;50660.0;50659.0
477;152.0;194.2;50812.0;50811.0
478;200.0;194.2;51012.0;51011.0
479;200.0;194.3;51212.0;51211.0
480;200.0;194.3;51412.0;51411.0
481;200.0;194.6;51612.0;51611.0
482;200.0;194.6;51812.0;51811.0
483;192.0;194.6;52004.0;52003.0
484;200.0;194.6;52204.0;52203.0
485;200.0;194.6;52404.0;52403.0
486;200.0;194.6;52604.0;52603.0
487;200.0;194.6;52804.0;52803.0
488;200.0;194.6;53004.0;53003.0
489;200.0;194.6;53204.0;53203.0
490;200.0;194.6;53404.0;53403.0
491;200.0;194.6;53604.0;53603.0
492;200.0;194.6;53804.0;53803.0
493;200.0;194.6;54004.0;54003.0
494;200.0;194.6;54204.0;54203.0
495;200.0;194.6;54404.0;54403.0
496;200.0;194.6;54604.0;54603.0
497;200.0;194.6;54804.0;54803.0
498;200.0;194.6;55004.0;55003.0
499;200.0;194.6;55204.0;55203.0
500;200.0;194.6;55404.0;55403.0
501;200.0;194.6;55604.0;55603.0
502;200.0;194.6;55804.0;55803.0
503;200.0;194.6;56004.0;56003.0
504;200.0;194.6;56204.0;56203.0
505;200.0;194.6;56404.0;56403.0
506;200.0;194.6;56604.0;56603.0
507;200.0;194.6;56804.0;56803.0
508;200.0;194.6;57004.0;57003.0
509;200.0;194.6;57204.0;57203.0
510;200.0;194.6;57404.0;57403.0
511;200.0;194.6;57604.0;57603.0
512;200.0;194.6;57804.0;57803.0
513;200.0;194.6;58004.0;58003.0
514;200.0;194.6;58204.0;58203.0
515;200.0;194.6;58404.0;58403.0
516;200.0;194.6;58604.0;58603.0
517;200.0;194.6;58804.0;58803.0
518;200.0;194.6;59004.0;59003.0
519;200.0;194.6;59204.0;59203.0
520;200.0;194.6;59404.0;59403.0
521;200.0;194.6;59604.0;59603.0
522;200.0;194.6;59804.0;59803.0
523;200.0;194.6;60004.0;60003.0
524;200.0;194.6;60204.0;60203.0
