comm_rounds;t2;staleness2;epoch2
1;1001;2.0;1.0
2;1002;3.0;1.0
3;1003;1.0;1.0
4;1004;2.0;1.0
5;1005;4.0;1.0
6;1006;2.0;1.0
7;1007;3.0;1.0
8;1008;1.0;1.0
9;1009;1.0;1.0
10;1010;2.0;1.0
11;1011;1.0;1.0
12;1012;4.0;1.0
13;1013;3.0;1.0
14;1014;2.0;1.0
15;1015;3.0;1.0
16;1016;2.0;1.0
17;1017;1.0;1.0
18;1018;4.0;1.0
19;1019;4.0;1.0
20;1020;2.0;1.0
21;1021;3.0;1.0
22;1022;1.0;1.0
23;1023;3.0;1.0
24;1024;3.0;1.0
25;1025;5.0;1.0
26;1026;1.0;1.0
27;1027;1.0;1.0
28;1028;2.0;1.0
29;1029;1.0;1.0
30;1030;3.0;1.0
31;1031;3.0;1.0
32;1032;4.0;1.0
33;1033;1.0;1.0
34;1034;5.0;1.0
35;1035;3.0;1.0
36;1036;3.0;1.0
37;1037;2.0;1.0
38;1038;4.0;1.0
39;1039;3.0;1.0
40;1040;1.0;1.0
41;1041;3.0;1.0
42;1042;2.0;1.0
43;1043;3.0;1.0
44;1044;2.0;1.0
45;1045;1.0;1.0
46;1046;3.0;1.0
47;1047;2.0;1.0
48;1048;4.0;1.0
49;1049;4.0;1.0
50;1050;3.0;1.0
51;1051;4.0;1.0
52;1052;4.0;1.0
53;1053;4.0;1.0
54;1054;4.0;1.0
55;1055;1.0;1.0
56;1056;1.0;1.0
57;1057;4.0;1.0
58;1058;1.0;1.0
59;1059;4.0;1.0
60;1060;4.0;1.0
61;1061;2.0;1.0
62;1062;1.0;1.0
63;1063;5.0;1.0
64;1064;2.0;1.0
65;1065;3.0;1.0
66;1066;5.0;1.0
67;1067;4.0;1.0
68;1068;3.0;1.0
69;1069;2.0;1.0
70;1070;2.0;1.0
71;1071;2.0;1.0
72;1072;3.0;1.0
73;1073;4.0;1.0
74;1074;1.0;1.0
75;1075;3.0;1.0
76;1076;2.0;1.0
77;1077;3.0;1.0
78;1078;2.0;1.0
79;1079;2.0;1.0
80;1080;3.0;1.0
81;1081;1.0;1.0
82;1082;4.0;1.0
83;1083;3.0;1.0
84;1084;3.0;1.0
85;1085;3.0;1.0
86;1086;4.0;1.0
87;1087;1.0;1.0
88;1088;4.0;1.0
89;1089;3.0;1.0
90;1090;2.0;1.0
91;1091;2.0;1.0
92;1092;3.0;1.0
93;1093;1.0;1.0
94;1094;4.0;1.0
95;1095;1.0;1.0
96;1096;5.0;1.0
97;1097;3.0;1.0
98;1098;5.0;1.0
99;1099;5.0;1.0
100;1100;3.0;1.0
101;1101;1.0;1.0
102;1102;1.0;1.0
103;1103;4.0;1.0
104;1104;4.0;1.0
105;1105;2.0;1.0
106;1106;3.0;1.0
107;1107;4.0;1.0
108;1108;3.0;1.0
109;1109;3.0;1.0
110;1110;3.0;1.0
111;1111;1.0;1.0
112;1112;2.0;1.0
113;1113;1.0;1.0
114;1114;3.0;1.0
115;1115;3.0;1.0
116;1116;4.0;1.0
117;1117;4.0;1.0
118;1118;5.0;1.0
119;1119;2.0;1.0
120;1120;1.0;1.0
121;1121;3.0;1.0
122;1122;1.0;1.0
123;1123;2.0;1.0
124;1124;3.0;1.0
125;1125;2.0;1.0
126;1126;2.0;1.0
127;1127;1.0;1.0
128;1128;4.0;1.0
129;1129;1.0;1.0
130;1130;1.0;1.0
131;1131;4.0;1.0
132;1132;2.0;1.0
133;1133;2.0;1.0
134;1134;1.0;1.0
135;1135;5.0;1.0
136;1136;5.0;1.0
137;1137;2.0;1.0
138;1138;2.0;1.0
139;1139;1.0;1.0
140;1140;3.0;1.0
141;1141;2.0;1.0
142;1142;3.0;1.0
143;1143;2.0;1.0
144;1144;5.0;1.0
145;1145;2.0;1.0
146;1146;3.0;1.0
147;1147;3.0;1.0
148;1148;1.0;1.0
149;1149;2.0;1.0
150;1150;3.0;1.0
151;1151;1.0;1.0
152;1152;3.0;1.0
153;1153;3.0;1.0
154;1154;4.0;1.0
155;1155;3.0;1.0
156;1156;4.0;1.0
157;1157;1.0;1.0
158;1158;1.0;1.0
159;1159;3.0;1.0
160;1160;2.0;1.0
161;1161;1.0;1.0
162;1162;1.0;1.0
163;1163;1.0;1.0
164;1164;2.0;1.0
165;1165;1.0;1.0
166;1166;4.0;1.0
167;1167;3.0;1.0
168;1168;1.0;1.0
169;1169;1.0;1.0
170;1170;2.0;1.0
171;1171;2.0;1.0
172;1172;1.0;1.0
173;1173;4.0;1.0
174;1174;1.0;1.0
175;1175;4.0;1.0
176;1176;2.0;1.0
177;1177;2.0;1.0
178;1178;3.0;1.0
179;1179;3.0;1.0
180;1180;2.0;1.0
181;1181;3.0;1.0
182;1182;1.0;1.0
183;1183;2.0;1.0
184;1184;3.0;1.0
185;1185;2.0;1.0
186;1186;3.0;1.0
187;1187;4.0;1.0
188;1188;5.0;1.0
189;1189;2.0;1.0
190;1190;3.0;1.0
191;1191;1.0;1.0
192;1192;3.0;1.0
193;1193;2.0;1.0
194;1194;1.0;1.0
195;1195;4.0;1.0
196;1196;4.0;1.0
197;1197;1.0;1.0
198;1198;2.0;1.0
199;1199;3.0;1.0
200;1200;4.0;1.0
201;1201;2.0;1.0
202;1202;1.0;1.0
203;1203;2.0;1.0
204;1204;2.0;1.0
205;1205;2.0;1.0
206;1206;3.0;1.0
207;1207;3.0;1.0
208;1208;1.0;1.0
209;1209;2.0;1.0
210;1210;4.0;1.0
211;1211;2.0;1.0
212;1212;2.0;1.0
213;1213;4.0;1.0
214;1214;4.0;1.0
215;1215;1.0;1.0
216;1216;1.0;1.0
217;1217;2.0;1.0
218;1218;1.0;1.0
219;1219;5.0;1.0
220;1220;3.0;1.0
221;1221;4.0;1.0
222;1222;4.0;1.0
223;1223;1.0;1.0
224;1224;4.0;1.0
225;1225;2.0;1.0
226;1226;4.0;1.0
227;1227;2.0;1.0
228;1228;3.0;1.0
229;1229;3.0;1.0
230;1230;1.0;1.0
231;1231;2.0;1.0
232;1232;2.0;1.0
233;1233;5.0;1.0
234;1234;4.0;1.0
235;1235;2.0;1.0
236;1236;5.0;1.0
237;1237;4.0;1.0
238;1238;2.0;1.0
239;1239;4.0;1.0
240;1240;2.0;1.0
241;1241;1.0;1.0
242;1242;1.0;1.0
243;1243;2.0;1.0
244;1244;4.0;1.0
245;1245;5.0;1.0
246;1246;1.0;1.0
247;1247;4.0;1.0
248;1248;2.0;1.0
249;1249;3.0;1.0
250;1250;2.0;1.0
251;1251;1.0;1.0
252;1252;4.0;1.0
253;1253;1.0;1.0
254;1254;1.0;1.0
255;1255;4.0;1.0
256;1256;5.0;1.0
257;1257;2.0;1.0
258;1258;3.0;1.0
259;1259;3.0;1.0
260;1260;2.0;1.0
261;1261;4.0;1.0
262;1262;3.0;1.0
263;1263;3.0;1.0
264;1264;3.0;1.0
265;1265;1.0;1.0
266;1266;4.0;1.0
267;1267;2.0;1.0
268;1268;3.0;1.0
269;1269;4.0;1.0
270;1270;1.0;1.0
271;1271;1.0;1.0
272;1272;4.0;1.0
273;1273;1.0;1.0
274;1274;1.0;1.0
275;1275;2.0;1.0
276;1276;3.0;1.0
277;1277;3.0;1.0
278;1278;4.0;1.0
279;1279;2.0;1.0
280;1280;3.0;1.0
281;1281;3.0;1.0
282;1282;1.0;1.0
283;1283;2.0;1.0
284;1284;2.0;1.0
285;1285;4.0;1.0
286;1286;1.0;1.0
287;1287;2.0;1.0
288;1288;1.0;1.0
289;1289;4.0;1.0
290;1290;2.0;1.0
291;1291;3.0;1.0
292;1292;1.0;1.0
293;1293;2.0;1.0
294;1294;2.0;1.0
295;1295;1.0;1.0
296;1296;1.0;1.0
297;1297;3.0;1.0
298;1298;3.0;1.0
299;1299;5.0;1.0
300;1300;1.0;1.0
301;1301;1.0;1.0
302;1302;2.0;1.0
303;1303;1.0;1.0
304;1304;3.0;1.0
305;1305;3.0;1.0
306;1306;2.0;1.0
307;1307;3.0;1.0
308;1308;5.0;1.0
309;1309;3.0;1.0
310;1310;3.0;1.0
311;1311;3.0;1.0
312;1312;2.0;1.0
313;1313;1.0;1.0
314;1314;5.0;1.0
315;1315;2.0;1.0
316;1316;3.0;1.0
317;1317;2.0;1.0
318;1318;5.0;1.0
319;1319;5.0;1.0
320;1320;3.0;1.0
321;1321;2.0;1.0
322;1322;2.0;1.0
323;1323;4.0;1.0
324;1324;4.0;1.0
325;1325;2.0;1.0
326;1326;2.0;1.0
327;1327;5.0;1.0
328;1328;3.0;1.0
329;1329;1.0;1.0
330;1330;4.0;1.0
331;1331;3.0;1.0
332;1332;5.0;1.0
333;1333;2.0;1.0
334;1334;1.0;1.0
335;1335;3.0;1.0
336;1336;2.0;1.0
337;1337;1.0;1.0
338;1338;3.0;1.0
339;1339;2.0;1.0
340;1340;5.0;1.0
341;1341;3.0;1.0
342;1342;2.0;1.0
343;1343;2.0;1.0
344;1344;1.0;1.0
345;1345;5.0;1.0
346;1346;2.0;1.0
347;1347;3.0;1.0
348;1348;3.0;1.0
349;1349;3.0;1.0
350;1350;3.0;1.0
351;1351;3.0;1.0
352;1352;1.0;1.0
353;1353;1.0;1.0
354;1354;1.0;1.0
355;1355;1.0;1.0
356;1356;4.0;1.0
357;1357;3.0;1.0
358;1358;2.0;1.0
359;1359;3.0;1.0
360;1360;2.0;1.0
361;1361;3.0;1.0
362;1362;2.0;1.0
363;1363;1.0;1.0
364;1364;2.0;1.0
365;1365;1.0;1.0
366;1366;4.0;1.0
367;1367;2.0;1.0
368;1368;3.0;1.0
369;1369;4.0;1.0
370;1370;3.0;1.0
371;1371;1.0;1.0
372;1372;1.0;1.0
373;1373;2.0;1.0
374;1374;4.0;1.0
375;1375;3.0;1.0
376;1376;3.0;1.0
377;1377;4.0;1.0
378;1378;2.0;1.0
379;1379;4.0;1.0
380;1380;5.0;1.0
381;1381;3.0;1.0
382;1382;4.0;1.0
383;1383;2.0;1.0
384;1384;5.0;1.0
385;1385;1.0;1.0
386;1386;2.0;1.0
387;1387;1.0;1.0
388;1388;3.0;1.0
389;1389;3.0;1.0
390;1390;2.0;1.0
391;1391;1.0;1.0
392;1392;1.0;1.0
393;1393;1.0;1.0
394;1394;1.0;1.0
395;1395;1.0;1.0
396;1396;3.0;1.0
397;1397;1.0;1.0
398;1398;1.0;1.0
399;1399;4.0;1.0
400;1400;1.0;1.0
401;1401;3.0;1.0
402;1402;3.0;1.0
403;1403;5.0;1.0
404;1404;4.0;1.0
405;1405;2.0;1.0
406;1406;2.0;1.0
407;1407;3.0;1.0
408;1408;3.0;1.0
409;1409;4.0;1.0
410;1410;2.0;1.0
411;1411;1.0;1.0
412;1412;2.0;1.0
413;1413;2.0;1.0
414;1414;5.0;1.0
415;1415;5.0;1.0
416;1416;3.0;1.0
417;1417;2.0;1.0
418;1418;3.0;1.0
419;1419;2.0;1.0
420;1420;2.0;1.0
421;1421;3.0;1.0
422;1422;2.0;1.0
423;1423;2.0;1.0
424;1424;2.0;1.0
425;1425;5.0;1.0
426;1426;3.0;1.0
427;1427;3.0;1.0
428;1428;4.0;1.0
429;1429;5.0;1.0
430;1430;4.0;1.0
431;1431;4.0;1.0
432;1432;3.0;1.0
433;1433;5.0;1.0
434;1434;3.0;1.0
435;1435;1.0;1.0
436;1436;2.0;1.0
437;1437;2.0;1.0
438;1438;5.0;1.0
439;1439;3.0;1.0
440;1440;2.0;1.0
441;1441;4.0;1.0
442;1442;1.0;1.0
443;1443;2.0;1.0
444;1444;2.0;1.0
445;1445;2.0;1.0
446;1446;5.0;1.0
447;1447;3.0;1.0
448;1448;3.0;1.0
449;1449;2.0;1.0
450;1450;4.0;1.0
451;1451;1.0;1.0
452;1452;2.0;1.0
453;1453;3.0;1.0
454;1454;4.0;1.0
455;1455;3.0;1.0
456;1456;4.0;1.0
457;1457;2.0;1.0
458;1458;2.0;1.0
459;1459;4.0;1.0
460;1460;3.0;1.0
461;1461;2.0;1.0
462;1462;3.0;1.0
463;1463;2.0;1.0
464;1464;3.0;1.0
465;1465;4.0;1.0
466;1466;1.0;1.0
467;1467;2.0;1.0
468;1468;1.0;1.0
469;1469;4.0;1.0
470;1470;5.0;1.0
471;1471;5.0;1.0
472;1472;1.0;1.0
473;1473;2.0;1.0
474;1474;5.0;1.0
475;1475;3.0;1.0
476;1476;3.0;1.0
477;1477;1.0;1.0
478;1478;4.0;1.0
479;1479;2.0;1.0
480;1480;2.0;1.0
481;1481;3.0;1.0
482;1482;2.0;1.0
483;1483;3.0;1.0
484;1484;4.0;1.0
485;1485;1.0;1.0
486;1486;4.0;1.0
487;1487;1.0;1.0
488;1488;2.0;1.0
489;1489;2.0;1.0
490;1490;4.0;1.0
491;1491;2.0;1.0
492;1492;1.0;1.0
493;1493;1.0;1.0
494;1494;3.0;1.0
495;1495;5.0;1.0
496;1496;5.0;1.0
497;1497;5.0;1.0
498;1498;2.0;1.0
499;1499;3.0;1.0
500;1500;5.0;1.0
501;1501;1.0;1.0
502;1502;1.0;1.0
503;1503;1.0;1.0
504;1504;2.0;1.0
505;1505;2.0;1.0
506;1506;1.0;1.0
507;1507;4.0;1.0
508;1508;4.0;1.0
509;1509;3.0;1.0
510;1510;4.0;1.0
511;1511;2.0;1.0
512;1512;1.0;1.0
513;1513;4.0;1.0
514;1514;4.0;1.0
515;1515;2.0;1.0
516;1516;4.0;1.0
517;1517;5.0;1.0
518;1518;3.0;1.0
519;1519;3.0;1.0
520;1520;1.0;1.0
521;1521;4.0;1.0
522;1522;4.0;1.0
523;1523;1.0;1.0
524;1524;1.0;1.0
525;1525;3.0;1.0
526;1526;1.0;1.0
527;1527;1.0;1.0
528;1528;3.0;1.0
529;1529;2.0;1.0
530;1530;4.0;1.0
531;1531;2.0;1.0
532;1532;3.0;1.0
533;1533;2.0;1.0
534;1534;4.0;1.0
535;1535;4.0;1.0
536;1536;2.0;1.0
537;1537;1.0;1.0
538;1538;2.0;1.0
