episode;reward5;avg_reward5;t_global;cr
1;14.0;14.0;0.0;0
2;14.0;14.0;0.0;0
3;17.0;15.0;0.0;0
4;16.0;15.2;0.0;0
5;38.0;19.8;0.0;0
6;16.0;19.2;0.0;0
7;16.0;18.7;0.0;0
8;36.0;20.9;0.0;0
9;17.0;20.4;0.0;0
10;62.0;24.6;0.0;0
11;15.0;23.7;0.0;0
12;21.0;23.5;0.0;0
13;10.0;22.5;0.0;0
14;14.0;21.9;0.0;0
15;35.0;22.7;0.0;0
16;14.0;22.2;0.0;0
17;21.0;22.1;0.0;0
18;15.0;21.7;0.0;0
19;19.0;21.6;0.0;0
20;17.0;21.4;0.0;0
21;12.0;20.9;0.0;0
22;14.0;20.6;0.0;0
23;45.0;21.7;0.0;0
24;23.0;21.7;0.0;0
25;38.0;22.4;0.0;0
26;14.0;22.0;0.0;0
27;19.0;21.9;0.0;0
28;13.0;21.6;0.0;0
29;21.0;21.6;0.0;0
30;13.0;21.3;0.0;0
31;48.0;22.2;0.0;0
32;16.0;22.0;0.0;0
33;21.0;21.9;0.0;0
34;34.0;22.3;0.0;0
35;34.0;22.6;0.0;0
36;10.0;22.3;0.0;0
37;14.0;22.1;0.0;0
38;25.0;22.1;0.0;0
39;12.0;21.9;0.0;0
40;54.0;22.7;0.0;0
41;25.0;22.7;0.0;0
42;18.0;22.6;0.0;0
43;15.0;22.4;0.0;0
44;27.0;22.5;0.0;0
45;22.0;22.5;0.0;0
46;20.0;22.5;0.0;0
47;18.0;22.4;0.0;0
48;12.0;22.2;0.0;0
49;11.0;21.9;100.0;0
50;15.0;21.8;200.0;0
51;22.0;21.8;800.0;0.0
52;21.0;21.8;800.0;0.0
53;12.0;21.6;800.0;0.0
54;13.0;21.4;800.0;0.0
55;33.0;21.7;800.0;0.0
56;13.0;21.5;1600.0;1.0
57;35.0;21.7;1600.0;1.0
58;17.0;21.7;1600.0;1.0
59;11.0;21.5;1600.0;1.0
60;61.0;22.1;2400.0;2.0
61;14.0;22.0;2400.0;2.0
62;13.0;21.9;2400.0;2.0
63;19.0;21.8;2400.0;2.0
64;12.0;21.7;2400.0;2.0
65;42.0;22.0;3200.0;3.0
66;12.0;21.8;3200.0;3.0
67;12.0;21.7;3200.0;3.0
68;31.0;21.8;3200.0;3.0
69;30.0;21.9;4000.0;4.0
70;26.0;22.0;4000.0;4.0
71;25.0;22.0;4000.0;4.0
72;24.0;22.1;4000.0;4.0
73;17.0;22.0;4800.0;5.0
74;17.0;21.9;4800.0;5.0
75;22.0;21.9;4800.0;5.0
76;24.0;21.9;4800.0;5.0
77;21.0;21.9;4800.0;5.0
78;15.0;21.8;5600.0;6.0
79;48.0;22.2;5600.0;6.0
80;18.0;22.1;5600.0;6.0
81;28.0;22.2;5600.0;6.0
82;29.0;22.3;6400.0;7.0
83;30.0;22.4;6400.0;7.0
84;14.0;22.3;6400.0;7.0
85;20.0;22.2;6400.0;7.0
86;12.0;22.1;7200.0;8.0
87;13.0;22.0;7200.0;8.0
88;14.0;21.9;7200.0;8.0
89;16.0;21.9;7200.0;8.0
90;20.0;21.8;7200.0;8.0
91;13.0;21.7;7200.0;8.0
92;9.0;21.6;7200.0;8.0
93;17.0;21.6;8000.0;9.0
94;13.0;21.5;8000.0;9.0
95;24.0;21.5;8000.0;9.0
96;41.0;21.7;8000.0;9.0
97;41.0;21.9;8800.0;10.0
98;17.0;21.8;8800.0;10.0
