episode;reward7;avg_reward7;t_global;cr
1;18.0;18.0;0.0;0
2;11.0;14.5;0.0;0
3;16.0;15.0;0.0;0
4;25.0;17.5;0.0;0
5;21.0;18.2;0.0;0
6;20.0;18.5;0.0;0
7;17.0;18.3;0.0;0
8;16.0;18.0;0.0;0
9;34.0;19.8;0.0;0
10;24.0;20.2;0.0;0
11;24.0;20.5;0.0;0
12;39.0;22.1;0.0;0
13;20.0;21.9;0.0;0
14;37.0;23.0;0.0;0
15;13.0;22.3;0.0;0
16;29.0;22.8;0.0;0
17;9.0;21.9;0.0;0
18;25.0;22.1;0.0;0
19;22.0;22.1;0.0;0
20;11.0;21.6;0.0;0
21;12.0;21.1;0.0;0
22;31.0;21.5;0.0;0
23;27.0;21.8;0.0;0
24;11.0;21.3;0.0;0
25;15.0;21.1;0.0;0
26;22.0;21.1;0.0;0
27;12.0;20.8;0.0;0
28;39.0;21.4;0.0;0
29;41.0;22.1;0.0;0
30;34.0;22.5;0.0;0
31;21.0;22.5;0.0;0
32;18.0;22.3;0.0;0
33;11.0;22.0;0.0;0
34;14.0;21.7;0.0;0
35;24.0;21.8;0.0;0
36;38.0;22.2;0.0;0
37;12.0;22.0;0.0;0
38;21.0;21.9;0.0;0
39;19.0;21.9;0.0;0
40;25.0;22.0;0.0;0
41;11.0;21.7;0.0;0
42;25.0;21.8;0.0;0
43;35.0;22.1;0.0;0
44;28.0;22.2;0.0;0
45;10.0;21.9;0.0;0
46;24.0;22.0;0.0;0
47;30.0;22.1;100.0;0
48;15.0;22.0;100.0;0
49;33.0;22.2;500.0;0
50;15.0;22.1;800.0;0.0
51;12.0;21.9;800.0;0.0
52;28.0;22.0;800.0;0.0
53;33.0;22.2;800.0;0.0
54;21.0;22.2;1000.0;0.0
55;31.0;22.3;1600.0;1.0
56;22.0;22.3;1600.0;1.0
57;20.0;22.3;1600.0;1.0
58;16.0;22.2;1600.0;1.0
59;18.0;22.1;2400.0;2.0
60;27.0;22.2;2400.0;2.0
61;15.0;22.1;2400.0;2.0
62;13.0;21.9;2400.0;2.0
63;21.0;21.9;2400.0;2.0
64;42.0;22.2;3200.0;3.0
65;12.0;22.1;3200.0;3.0
66;51.0;22.5;3200.0;3.0
67;15.0;22.4;3200.0;3.0
68;25.0;22.4;4000.0;4.0
69;10.0;22.3;4000.0;4.0
70;15.0;22.2;4000.0;4.0
71;27.0;22.2;4000.0;4.0
72;27.0;22.3;4800.0;5.0
73;22.0;22.3;4800.0;5.0
74;9.0;22.1;4800.0;5.0
75;13.0;22.0;4800.0;5.0
76;10.0;21.8;4800.0;5.0
77;30.0;21.9;4800.0;5.0
78;17.0;21.9;5600.0;6.0
79;12.0;21.7;5600.0;6.0
80;9.0;21.6;5600.0;6.0
81;30.0;21.7;5600.0;6.0
82;16.0;21.6;5600.0;6.0
83;19.0;21.6;5600.0;6.0
