episode;reward2;avg_reward2;t_global;cr
1;15.0;15.0;0.0;0
2;16.0;15.5;0.0;0
3;39.0;23.3;0.0;0
4;17.0;21.8;0.0;0
5;19.0;21.2;0.0;0
6;10.0;19.3;0.0;0
7;20.0;19.4;0.0;0
8;23.0;19.9;0.0;0
9;14.0;19.2;0.0;0
10;10.0;18.3;0.0;0
11;15.0;18.0;0.0;0
12;17.0;17.9;0.0;0
13;17.0;17.8;0.0;0
14;12.0;17.4;0.0;0
15;16.0;17.3;0.0;0
16;30.0;18.1;0.0;0
17;16.0;18.0;0.0;0
18;17.0;17.9;0.0;0
19;12.0;17.6;0.0;0
20;12.0;17.4;0.0;0
21;19.0;17.4;0.0;0
22;13.0;17.2;0.0;0
23;28.0;17.7;0.0;0
24;33.0;18.3;0.0;0
25;28.0;18.7;0.0;0
26;19.0;18.7;0.0;0
27;26.0;19.0;0.0;0
28;19.0;19.0;0.0;0
29;22.0;19.1;0.0;0
30;26.0;19.3;0.0;0
31;45.0;20.2;0.0;0
32;13.0;19.9;0.0;0
33;36.0;20.4;0.0;0
34;39.0;21.0;0.0;0
35;24.0;21.1;0.0;0
36;29.0;21.3;0.0;0
37;45.0;21.9;0.0;0
38;10.0;21.6;0.0;0
39;18.0;21.5;0.0;0
40;18.0;21.4;0.0;0
41;18.0;21.3;0.0;0
42;16.0;21.2;0.0;0
43;12.0;21.0;0.0;0
44;41.0;21.5;0.0;0
45;36.0;21.8;0.0;0
46;20.0;21.7;0.0;0
47;24.0;21.8;0.0;0
48;17.0;21.7;0.0;0
49;17.0;21.6;0.0;0
50;12.0;21.4;0.0;0
51;15.0;21.3;100.0;0
52;12.0;21.1;100.0;0
53;36.0;21.4;800.0;0.0
54;34.0;21.6;800.0;0.0
55;11.0;21.4;800.0;0.0
56;10.0;21.2;800.0;0.0
57;22.0;21.2;1600.0;1.0
58;11.0;21.1;1600.0;1.0
59;12.0;20.9;1600.0;1.0
60;30.0;21.0;1600.0;1.0
61;16.0;21.0;1600.0;1.0
62;21.0;21.0;1600.0;1.0
63;14.0;20.9;2400.0;2.0
64;17.0;20.8;2400.0;2.0
65;25.0;20.9;2400.0;2.0
66;15.0;20.8;2400.0;2.0
67;14.0;20.7;2400.0;2.0
68;12.0;20.5;2400.0;2.0
69;10.0;20.4;3200.0;3.0
70;16.0;20.3;3200.0;3.0
71;24.0;20.4;3200.0;3.0
72;19.0;20.4;3200.0;3.0
73;17.0;20.3;3200.0;3.0
74;15.0;20.2;3200.0;3.0
75;16.0;20.2;4000.0;4.0
76;50.0;20.6;4000.0;4.0
77;15.0;20.5;4000.0;4.0
78;19.0;20.5;4000.0;4.0
79;23.0;20.5;4800.0;5.0
80;14.0;20.4;4800.0;5.0
81;35.0;20.6;4800.0;5.0
82;20.0;20.6;4800.0;5.0
83;17.0;20.6;5600.0;6.0
84;23.0;20.6;5600.0;6.0
85;14.0;20.5;5600.0;6.0
86;18.0;20.5;5600.0;6.0
87;12.0;20.4;5600.0;6.0
88;8.0;20.2;5600.0;6.0
89;29.0;20.3;6400.0;7.0
90;13.0;20.3;6400.0;7.0
91;9.0;20.1;6400.0;7.0
92;27.0;20.2;6400.0;7.0
93;17.0;20.2;6400.0;7.0
94;47.0;20.5;7200.0;8.0
95;32.0;20.6;7200.0;8.0
96;10.0;20.5;7200.0;8.0
97;38.0;20.7;8000.0;9.0
98;11.0;20.6;8000.0;9.0
99;18.0;20.5;8000.0;9.0
100;25.0;20.6;8000.0;9.0
101;31.0;20.7;8000.0;9.0
102;15.0;20.7;8800.0;10.0
103;17.0;20.5;8800.0;10.0
104;12.0;20.5;8800.0;10.0
105;14.0;20.4;8800.0;10.0
106;22.0;20.5;8800.0;10.0
107;12.0;20.4;8800.0;10.0
108;13.0;20.4;8800.0;10.0
109;9.0;20.3;9600.0;11.0
110;20.0;20.4;9600.0;11.0
111;17.0;20.4;9600.0;11.0
112;26.0;20.5;9600.0;11.0
113;23.0;20.6;9600.0;11.0
114;24.0;20.7;10400.0;12.0
115;10.0;20.6;10400.0;12.0
116;17.0;20.5;10400.0;12.0
117;17.0;20.5;10400.0;12.0
118;31.0;20.6;10400.0;12.0
119;18.0;20.7;11192.0;13.0
120;39.0;21.0;11192.0;13.0
121;20.0;21.0;11192.0;13.0
122;51.0;21.4;11984.0;14.0
123;25.0;21.3;11984.0;14.0
124;14.0;21.2;11984.0;14.0
125;29.0;21.2;11984.0;14.0
126;40.0;21.4;12776.0;15.0
127;25.0;21.4;12776.0;15.0
128;22.0;21.4;12776.0;15.0
129;13.0;21.3;12776.0;15.0
130;93.0;22.0;13568.0;16.0
131;28.0;21.8;14360.0;17.0
132;18.0;21.8;14360.0;17.0
133;12.0;21.6;14360.0;17.0
134;13.0;21.4;14360.0;17.0
135;28.0;21.4;14360.0;17.0
136;19.0;21.3;14360.0;17.0
137;26.0;21.1;15152.0;18.0
138;20.0;21.2;15152.0;18.0
139;11.0;21.1;15152.0;18.0
140;10.0;21.0;15152.0;18.0
141;31.0;21.2;15152.0;18.0
142;17.0;21.2;15944.0;19.0
143;17.0;21.2;15944.0;19.0
144;99.0;21.8;16736.0;20.0
145;31.0;21.8;16736.0;20.0
146;22.0;21.8;16736.0;20.0
147;70.0;22.2;17528.0;21.0
148;46.0;22.5;18320.0;22.0
149;26.0;22.6;18320.0;22.0
150;30.0;22.8;18320.0;22.0
151;20.0;22.9;18320.0;22.0
152;18.0;22.9;18320.0;22.0
153;18.0;22.7;19112.0;23.0
154;18.0;22.6;19112.0;23.0
155;80.0;23.3;19904.0;24.0
156;27.0;23.4;19904.0;24.0
157;52.0;23.7;19904.0;24.0
158;75.0;24.4;20696.0;25.0
159;20.0;24.5;20696.0;25.0
160;51.0;24.7;21488.0;26.0
161;92.0;25.4;22280.0;27.0
162;16.0;25.4;22280.0;27.0
163;41.0;25.6;22280.0;27.0
164;51.0;26.0;23072.0;28.0
165;56.0;26.3;23864.0;29.0
166;26.0;26.4;23864.0;29.0
167;72.0;27.0;24656.0;30.0
168;15.0;27.0;24656.0;30.0
169;28.0;27.2;24656.0;30.0
170;53.0;27.6;24656.0;30.0
171;31.0;27.6;25448.0;31.0
172;39.0;27.8;25448.0;31.0
173;56.0;28.2;26240.0;32.0
174;55.0;28.6;26240.0;32.0
175;17.0;28.6;26240.0;32.0
176;17.0;28.3;27032.0;33.0
177;82.0;29.0;27032.0;33.0
178;48.0;29.3;27824.0;34.0
179;82.0;29.9;28616.0;35.0
180;30.0;30.0;28616.0;35.0
181;86.0;30.5;29408.0;36.0
182;38.0;30.7;29408.0;36.0
183;56.0;31.1;30200.0;37.0
184;79.0;31.7;30984.0;38.0
185;42.0;31.9;30984.0;38.0
186;26.0;32.0;30984.0;38.0
187;80.0;32.7;31768.0;39.0
188;77.0;33.4;32552.0;40.0
189;43.0;33.5;32552.0;40.0
190;110.0;34.5;34120.0;42.0
191;34.0;34.8;34120.0;42.0
192;74.0;35.2;34904.0;43.0
193;69.0;35.7;34904.0;43.0
194;63.0;35.9;35688.0;44.0
195;127.0;36.8;36472.0;45.0
196;76.0;37.5;37256.0;46.0
197;46.0;37.6;38040.0;47.0
198;66.0;38.1;38040.0;47.0
199;95.0;38.9;38824.0;48.0
200;84.0;39.5;39608.0;49.0
201;89.0;40.1;40392.0;50.0
202;117.0;41.1;41176.0;51.0
203;102.0;42.0;41960.0;52.0
204;184.0;43.7;43528.0;54.0
205;73.0;44.3;44312.0;55.0
206;52.0;44.6;44312.0;55.0
207;62.0;45.1;45096.0;56.0
208;53.0;45.5;45880.0;57.0
209;76.0;46.1;45880.0;57.0
210;48.0;46.4;46664.0;58.0
211;104.0;47.3;47448.0;59.0
212;102.0;48.0;48232.0;60.0
213;154.0;49.4;49016.0;61.0
214;56.0;49.7;49800.0;62.0
215;52.0;50.1;50576.0;63.0
216;82.0;50.7;50576.0;63.0
217;162.0;52.2;52128.0;65.0
218;114.0;53.0;52904.0;66.0
219;129.0;54.1;54456.0;68.0
220;66.0;54.4;54456.0;68.0
221;66.0;54.9;55232.0;69.0
222;121.0;55.6;56008.0;70.0
223;91.0;56.2;56784.0;71.0
224;68.0;56.8;57560.0;72.0
225;118.0;57.6;58336.0;73.0
226;70.0;58.0;59112.0;74.0
227;66.0;58.4;59112.0;74.0
228;83.0;59.0;59888.0;75.0
229;69.0;59.5;60664.0;76.0
230;65.0;59.2;61440.0;77.0
231;74.0;59.7;61440.0;77.0
232;83.0;60.4;62216.0;78.0
233;73.0;61.0;62992.0;79.0
234;78.0;61.6;63768.0;80.0
235;88.0;62.2;64544.0;81.0
236;66.0;62.7;65029.0;81.0
237;69.0;63.1;65320.0;82.0
238;91.0;63.8;66096.0;83.0
239;114.0;64.9;66872.0;84.0
240;89.0;65.6;67648.0;85.0
241;83.0;66.2;68424.0;86.0
242;124.0;67.2;69200.0;87.0
243;103.0;68.1;69968.0;88.0
244;124.0;68.4;71504.0;90.0
245;129.0;69.3;72272.0;91.0
246;95.0;70.1;73040.0;92.0
247;115.0;70.5;73808.0;93.0
248;117.0;71.2;74576.0;94.0
249;109.0;72.0;76112.0;96.0
250;93.0;72.7;76880.0;97.0
251;125.0;73.7;77648.0;98.0
252;116.0;74.7;78416.0;99.0
253;139.0;75.9;79952.0;101.0
254;159.0;77.3;80720.0;102.0
255;120.0;77.7;81488.0;103.0
256;148.0;78.9;83024.0;105.0
257;126.0;79.7;83792.0;106.0
258;141.0;80.3;85328.0;108.0
259;130.0;81.4;86096.0;109.0
260;117.0;82.1;86864.0;110.0
261;139.0;82.6;88400.0;112.0
262;127.0;83.7;89160.0;113.0
263;139.0;84.7;90680.0;115.0
264;126.0;85.4;91440.0;116.0
265;136.0;86.2;92200.0;117.0
266;168.0;87.6;93720.0;119.0
267;170.0;88.6;95240.0;121.0
268;155.0;90.0;96760.0;123.0
269;128.0;91.0;97520.0;124.0
270;140.0;91.9;98280.0;125.0
271;149.0;93.1;99800.0;127.0
272;151.0;94.2;101320.0;129.0
273;160.0;95.2;102080.0;130.0
274;129.0;96.0;103600.0;132.0
275;145.0;97.2;104360.0;133.0
276;157.0;98.6;105880.0;135.0
277;135.0;99.2;106640.0;136.0
278;147.0;100.2;108152.0;138.0
279;155.0;100.9;108904.0;139.0
280;182.0;102.4;110408.0;141.0
281;151.0;103.1;111912.0;143.0
282;198.0;104.7;113416.0;145.0
283;161.0;105.7;114920.0;147.0
284;158.0;106.5;115672.0;148.0
285;150.0;107.6;117176.0;150.0
286;150.0;108.8;118680.0;152.0
287;186.0;109.9;120184.0;154.0
288;144.0;110.6;120936.0;155.0
289;140.0;111.5;122440.0;157.0
290;200.0;112.4;123944.0;159.0
291;153.0;113.6;124696.0;160.0
292;154.0;114.4;126200.0;162.0
293;173.0;115.4;127688.0;164.0
294;187.0;116.7;129176.0;166.0
295;200.0;117.4;130664.0;168.0
296;172.0;118.4;132152.0;170.0
297;148.0;119.4;132896.0;171.0
298;147.0;120.2;134384.0;173.0
299;157.0;120.8;135872.0;175.0
300;182.0;121.8;137360.0;177.0
301;200.0;122.9;138848.0;179.0
302;175.0;123.5;140336.0;181.0
303;200.0;124.5;141824.0;183.0
304;162.0;124.3;143312.0;185.0
305;200.0;125.5;144800.0;187.0
306;139.0;126.4;145536.0;188.0
307;173.0;127.5;147008.0;190.0
308;159.0;128.6;148388.0;192.0
309;200.0;129.8;149860.0;194.0
310;200.0;131.3;151332.0;196.0
311;200.0;132.3;152804.0;198.0
312;198.0;133.2;155012.0;201.0
313;193.0;133.6;156484.0;203.0
314;200.0;135.1;157956.0;205.0
315;200.0;136.6;159428.0;207.0
316;200.0;137.7;160900.0;209.0
317;200.0;138.1;162372.0;211.0
318;190.0;138.9;163836.0;213.0
319;190.0;139.5;166020.0;216.0
320;200.0;140.8;167476.0;218.0
321;200.0;142.2;168932.0;220.0
322;194.0;142.9;170388.0;222.0
323;200.0;144.0;171844.0;224.0
324;197.0;145.3;173300.0;226.0
325;200.0;146.1;175484.0;229.0
326;200.0;147.4;176940.0;231.0
327;200.0;148.7;178396.0;233.0
328;185.0;149.8;179852.0;235.0
329;200.0;151.1;181308.0;237.0
330;200.0;152.4;182748.0;239.0
