episode;reward1;avg_reward1;t_global;cr
1;27.0;27.0;0.0;0
2;22.0;24.5;0.0;0
3;14.0;21.0;0.0;0
4;29.0;23.0;0.0;0
5;12.0;20.8;0.0;0
6;23.0;21.2;0.0;0
7;22.0;21.3;0.0;0
8;21.0;21.2;0.0;0
9;20.0;21.1;0.0;0
10;42.0;23.2;0.0;0
11;11.0;22.1;0.0;0
12;10.0;21.1;0.0;0
13;30.0;21.8;0.0;0
14;26.0;22.1;0.0;0
15;21.0;22.0;0.0;0
16;49.0;23.7;0.0;0
17;16.0;23.2;0.0;0
18;13.0;22.7;0.0;0
19;28.0;22.9;0.0;0
20;14.0;22.5;0.0;0
21;14.0;22.1;0.0;0
22;15.0;21.8;0.0;0
23;32.0;22.2;0.0;0
24;16.0;22.0;0.0;0
25;40.0;22.7;0.0;0
26;24.0;22.7;0.0;0
27;13.0;22.4;0.0;0
28;17.0;22.2;0.0;0
29;11.0;21.8;0.0;0
30;19.0;21.7;0.0;0
31;16.0;21.5;0.0;0
32;35.0;21.9;0.0;0
33;25.0;22.0;0.0;0
34;19.0;21.9;0.0;0
35;28.0;22.1;0.0;0
36;34.0;22.4;0.0;0
37;59.0;23.4;0.0;0
38;10.0;23.1;0.0;0
39;29.0;23.2;0.0;0
40;35.0;23.5;0.0;0
