episode;reward2;avg_reward2;t_global;cr
1;15.0;15.0;1.0;0
2;16.0;15.5;2.0;0
3;39.0;23.3;2.0;0
4;17.0;21.8;2.0;0
5;19.0;21.2;2.0;0
6;10.0;19.3;2.0;0
7;20.0;19.4;2.0;0
8;23.0;19.9;2.0;0
9;14.0;19.2;2.0;0
10;10.0;18.3;2.0;0
11;15.0;18.0;2.0;0
12;17.0;17.9;2.0;0
13;17.0;17.8;2.0;0
14;12.0;17.4;2.0;0
15;16.0;17.3;2.0;0
16;30.0;18.1;2.0;0
17;16.0;18.0;2.0;0
18;17.0;17.9;2.0;0
19;12.0;17.6;2.0;0
20;12.0;17.4;2.0;0
21;19.0;17.4;2.0;0
22;13.0;17.2;2.0;0
23;28.0;17.7;2.0;0
24;33.0;18.3;2.0;0
25;28.0;18.7;2.0;0
26;19.0;18.7;2.0;0
27;26.0;19.0;2.0;0
28;19.0;19.0;2.0;0
29;22.0;19.1;2.0;0
30;26.0;19.3;2.0;0
31;45.0;20.2;3.0;0
32;13.0;19.9;3.0;0
33;36.0;20.4;3.0;0
34;39.0;21.0;3.0;0
35;24.0;21.1;3.0;0
36;29.0;21.3;3.0;0
37;45.0;21.9;3.0;0
38;10.0;21.6;3.0;0
39;18.0;21.5;3.0;0
40;18.0;21.4;3.0;0
41;18.0;21.3;3.0;0
42;16.0;21.2;3.0;0
43;12.0;21.0;3.0;0
44;41.0;21.5;3.0;0
45;36.0;21.8;3.0;0
46;20.0;21.7;3.0;0
